,doc1,doc2,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doc10,doc11,doc12,doc13,doc14,doc15,doc16,doc17,doc18,doc19,doc20
still.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stillness,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,2,0,2,0,1
stimulate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
stimulated,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
stimulating,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
stimulatingly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sting,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
stinging,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0
stingy,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
stint,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
stir,0,1,0,0,2,0,0,0,2,3,0,1,0,1,6,0,0,2,4,3
stirred,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,4,0,1,1,0
stirring,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
stirrup,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,1,0,0,0,1
stirrups,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stirs,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
stir—a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
stock,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
stocked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stocking,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
stockinged,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stockings,1,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,1,0,4,0
stole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stolen,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,1,2,2,2
stomach,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,1,4,0,1,2
stone,0,0,0,0,3,1,0,0,1,0,4,0,0,1,1,1,2,2,3,0
stone-built,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stone-still,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stoned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stones,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
stonily,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stony,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
stood,3,7,4,6,17,14,7,8,15,16,13,13,27,16,22,22,27,37,15,13
stool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stoop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stooped,0,2,2,0,0,0,0,2,0,1,1,0,2,0,0,1,0,0,1,1
stooping,0,0,0,0,4,0,0,1,2,0,1,0,0,1,1,0,1,1,2,0
stop,3,1,0,0,0,2,3,1,4,2,1,1,1,4,1,9,7,6,5,2
stoppage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stopped,1,2,1,1,8,11,6,6,13,15,3,6,12,6,10,16,19,22,11,22
stopping,0,0,1,1,0,3,1,0,1,1,0,0,1,0,1,2,1,2,1,2
store,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
stored,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
storeroom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
storerooms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
stores,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,6
stories,1,0,0,1,0,0,0,0,11,0,1,2,1,1,0,1,0,3,4,2
storing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
storm,0,0,0,0,0,0,0,2,1,1,0,1,1,1,2,1,0,1,1,0
stormcloud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
stormed,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0
storming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
storms,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
stormy,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
story,11,1,2,0,0,0,3,4,7,1,4,2,5,1,5,2,2,10,3,11
story—they,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
stout,2,1,0,4,4,3,2,1,2,0,0,2,4,3,2,3,7,2,3,1
stouter,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
stoutness,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
stove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
stoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
straggler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stragglers,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4
straggling,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
straggly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
straight,1,2,4,2,6,3,4,3,5,7,7,9,12,7,3,6,3,3,6,7
straighten,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
straightened,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
straightens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
straighter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
straightforward,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
strain,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1
strained,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,3
straining,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,2,1,0,4
strains,0,0,0,2,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0
strands,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strange,0,0,3,1,5,1,4,6,7,8,6,10,14,10,6,9,9,19,8,17
strangely,0,0,0,0,0,0,0,1,0,1,2,1,0,2,0,2,1,1,6,4
strangeness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stranger,0,1,1,0,0,0,0,0,4,1,17,2,3,1,1,1,1,2,2,1
strangers,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,1,1,1,0
strangers.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
strangest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
strap,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
strapped,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
strapping,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
straps,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
strategic,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,1
strategically,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strategics,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
strategist,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
strategy.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
straw,0,0,1,0,1,1,0,0,1,1,0,4,0,0,0,0,1,0,4,0
strawberries,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
stray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
strayed,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
straying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
streak,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
streaks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
stream,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,1
streamed,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0
streamers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
streaming,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
streamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
streams,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1
street,0,1,1,0,0,0,1,1,1,1,0,3,1,2,1,17,3,22,1,4
streets,0,0,0,0,0,0,1,0,2,1,1,3,0,2,4,4,1,18,5,2
streets.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
strength,0,3,0,1,1,0,0,2,1,4,2,7,3,4,7,5,10,7,28,27
strengthen,0,0,0,0,0,0,1,0,0,1,1,3,0,0,3,0,1,0,0,0
strengthened,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2,0
strengthening,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
strength—her,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
strenuous,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
strenuously,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
stress,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
stressing,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stretch,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
stretched,0,0,0,0,0,2,1,1,1,0,1,0,2,1,2,0,0,1,3,0
stretcher,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,6,0,0,0
stretcher-bearers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
stretchers,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,7,0,0,0
stretches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
stretching,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,3,2,3
strewed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
strewn,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
stricken,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
strict,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
stricter.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strictly,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1
strictness,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strides,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,3,0,0,0
strife,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
strike,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,2,2
strikes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
striking,1,2,0,0,0,0,4,1,2,1,1,0,0,1,0,2,1,2,2,2
strikingly,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
string,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,1
strings,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0
strip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
striped,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stripes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
stripped,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
stripping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
strips,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0
strive,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
striven,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
striving,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
strivings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
strode,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
stroke,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0
stroke.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stroked,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
strokes,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
stroking,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
strolled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
strolling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
strong,0,1,0,0,1,3,4,3,3,2,3,4,1,2,5,1,7,5,7,7
strong.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
stronger,0,0,0,0,2,0,1,2,2,1,1,2,5,2,1,2,10,1,1,5
strongest,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
strongly,0,1,0,0,0,0,0,0,0,2,1,0,1,0,4,3,4,1,3,1
strove,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
struck,0,2,0,2,1,1,5,2,2,6,6,9,15,5,6,4,5,9,7,5
structure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
structures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
struggle,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,2,2,5,3,1
struggled,0,0,0,0,0,0,1,1,0,2,0,0,1,1,2,0,0,1,1,1
struggles,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
struggling,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,2,1,1,2
strumming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
strut,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stubble,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0
stubborn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
stubbornly,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
stubby,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stuck,0,0,0,1,0,0,0,0,1,2,0,2,2,0,1,1,0,3,0,3
stud,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
student,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
students,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
studied,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
study,0,3,1,2,9,0,3,2,4,5,2,5,7,7,10,13,4,11,5,2
study.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
studying,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
study—that,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stuff,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
stuffed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
stuffy,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
stuff—only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stumbled,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,2,2,1,2
stumbling,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0
stumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stumpy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stupefaction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stupefied,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stupendous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
stupid,1,3,2,1,0,2,3,5,6,2,3,4,2,3,5,0,2,0,3,3
stupider,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stupidest,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
stupidity,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,2,0,0,0
stupidity.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stupidly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stupor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sturdily,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sturdy,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
stuttering,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stwaight,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
stwuck,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
style,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0
styled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stylish,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
subaltern,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subdivisions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
subdued,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
subject,1,0,1,2,1,0,1,2,2,2,3,0,3,2,3,2,7,0,3,4
subjected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
subjects,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0
subjects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
subject—the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
subject—they,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
subject—this,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
subjugated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
subjugates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sublime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
sublimity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
submerged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
submission,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,2
submissive,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1
submissively,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0
submit,0,0,0,0,0,0,0,0,1,1,3,2,0,0,1,1,1,1,2,2
submitted,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,1,2,1,0,0
submitting,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2
subordinate,0,0,0,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0
subordinates,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
subordination,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
subordination—looked,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
subscribe,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
subscribed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
subscription,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
subsequent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
subsequently,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2
subservience,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
subside,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
subsided,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0
subsiding,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
substance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1
substances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
substantial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
substitute,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
substituting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
subtle,1,0,0,0,0,0,0,0,2,0,1,1,4,0,0,2,2,0,1,2
subtleties,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
subtly,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
suburb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
succeed,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
succeeded,0,1,0,1,0,2,2,1,0,0,1,2,1,2,0,0,2,1,1,1
succeeding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
succeeds,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
success,0,0,0,1,2,0,1,1,5,3,5,5,1,0,4,2,8,0,4,1
success.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
successes,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
successful,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,2,0,0,1
successfully,0,0,0,0,0,0,1,2,2,0,0,1,0,0,1,0,0,1,1,1
succession,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
successor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
success—a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
succor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
succumb,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
succumbing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
such,7,12,13,8,21,11,5,21,24,26,23,34,43,32,30,30,32,37,43,44
suck,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sucked,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
suckling,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sudden,0,0,0,1,0,0,0,0,2,0,0,0,3,0,1,2,1,0,2,3
suddenly,5,8,1,8,12,9,6,8,12,17,12,20,26,23,11,26,26,47,42,33
suddenly—like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
suddenness,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
suffer,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,2,4
suffered,0,0,0,0,1,0,0,0,1,0,1,1,4,7,1,0,3,1,5,7
suffering,2,0,2,0,1,2,2,1,2,9,1,2,2,3,5,4,6,8,8,7
suffering.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sufferings,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,3,2,3,7
sufferings.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
suffers,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
sufficed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sufficient,0,1,1,0,0,0,1,0,1,1,0,2,0,0,4,0,1,1,3,0
sufficiently,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,1,1,0,1
suffocating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
suffused,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
sugar,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,1,0,0,0
sugary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sugar—and,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
suggest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
suggested,2,0,0,1,1,0,1,0,3,0,4,2,0,0,6,0,4,1,0,2
suggested—on,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
suggesting,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0
suggestion,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,2,0,1,0
suggestions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1
suis,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
suit,1,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
suitability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
suitable,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,2
suite,0,0,0,0,0,16,9,1,10,3,0,8,0,0,5,2,8,7,2,2
suited,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1
suites,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0
suite—Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
suitor,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
suitors,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
suitors.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
suits,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
sulky,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sullen,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
